taxid	Guild	Trophic.Mode	Mycorrhizal	Endophyte	Pathogens	Saprotrophs	Pathotroph	Saprotroph	Symbiotroph
AF444329_SH1083429.10FU	|Plant Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444336_SH1207643.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444338_SH1303678.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444349_SH1665267.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444350_SH1324252.10FU	Epiphyte-|Undefined Saprotroph|	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
AF444354_SH1207620.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444362_SH1325753.10FU	|Lichen Parasite|	Pathotroph	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
AF444373_SH1207622.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444379_SH1051489.10FU	|Plant Saprotroph|-Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444381_SH1324212.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444399_SH1402484.10FU	|Fungal Parasite|	Pathotroph	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
AF444400_SH1083413.10FU	|Plant Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444404_SH1392542.10FU	Fungal Parasite-|Undefined Saprotroph|	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
AF444406_SH1051496.10FU	|Plant Saprotroph|-Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444408_SH1052934.10FU	Epiphyte-Plant Saprotroph-|Undefined Saprotroph|	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
AF444415_SH1205797.10FU	|Animal Parasite|-Animal Pathogen-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
AF444417_SH1076932.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444423_SH1205862.10FU	|Animal Parasite|-Animal Pathogen-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
AF444435_SH1356863.10FU	Epiphyte-Plant Saprotroph-|Undefined Saprotroph|	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
AF444437_SH1662216.10FU	|Animal Parasite|-Animal Pathogen-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
AF444438_SH1662335.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444440_SH1205765.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444453_SH1402442.10FU	Fungal Parasite-|Undefined Saprotroph|	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
AF444460_SH1612730.10FU	Endophyte-|Epiphyte|-Undefined Saprotroph	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
AF444468_SH1135745.10FU	|Animal Parasite|-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
AF444469_SH1303804.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444476_SH1205844.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444490_SH1189363.10FU	Epiphyte-Plant Saprotroph-Undefined Saprotroph-|Wood Saprotroph|	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
AF444492_SH1231732.10FU	Animal Pathogen-Animal Symbiotroph-Endophyte-Plant Pathogen-|Undefined Saprotroph|	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
AF444502_SH1231814.10FU	Animal Pathogen-Animal Symbiotroph-Endophyte-Plant Pathogen-|Undefined Saprotroph|	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
AF444514_SH1234848.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444515_SH1337930.10FU	|Epiphyte|-Plant Saprotroph-Undefined Saprotroph	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
AF444518_SH1169233.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444523_SH1337838.10FU	|Epiphyte|-Plant Saprotroph-Undefined Saprotroph	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
AF444530_SH1410005.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444538_SH1337929.10FU	|Epiphyte|-Plant Saprotroph-Undefined Saprotroph	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
AF444541_SH1231669.10FU	Animal Pathogen-Animal Symbiotroph-Endophyte-Plant Pathogen-|Undefined Saprotroph|	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
AF444543_SH1053383.10FU	|Fungal Parasite|	Pathotroph	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
AF444546_SH1337934.10FU	|Epiphyte|-Plant Saprotroph	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
AF444548_SH1169181.10FU	|Endophyte|-Plant Saprotroph	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
AF444549_SH1253943.10FU	|Epiphyte|-Plant Saprotroph	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
AF444556_SH1313408.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444558_SH1211495.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444559_SH1315033.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444564_SH1410064.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444566_SH1192409.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444567_SH1337881.10FU	|Fungal Parasite|-Plant Saprotroph-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
AF444570_SH1353920.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444577_SH1847644.10FU	|Epiphyte|-Plant Saprotroph	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
AF444578_SH1337857.10FU	|Epiphyte|-Plant Saprotroph	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
AF444582_SH1253941.10FU	|Epiphyte|-Plant Saprotroph	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
AF444597_SH1306112.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444598_SH1388592.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444627_SH1337768.10FU	|Fungal Parasite|	Pathotroph	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
AF444628_SH1336876.10FU	Epiphyte-|Undefined Saprotroph|	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
AF444629_SH1410097.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AF444631_SH1277987.10FU	|Fungal Parasite|	Pathotroph	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
AF444662_SH1204217.10FU	Endophyte-Epiphyte-Plant Saprotroph-|Undefined Saprotroph|	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
AF444666_SH1402450.10FU	|Fungal Parasite|	Pathotroph	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
AF444668_SH1402448.10FU	|Fungal Parasite|	Pathotroph	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
AF451740_SH1199182.10FU	|Lichenized|	Symbiotroph	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
AF454082_SH1184025.10FU	Animal Parasite-Dung Saprotroph-Endophyte-Fungal Parasite-Plant Pathogen-|Undefined Saprotroph|-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
AF472627_SH1402554.10FU	|Fungal Parasite|	Pathotroph	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
AF486131_SH1207139.10FU	Ectomycorrhizal-Endophyte-Plant Pathogen-|Plant Saprotroph|-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
AF491580_SH1310969.10FU	Dung Saprotroph-Ectomycorrhizal-Endophyte-Plant Saprotroph-|Undefined Saprotroph|	Saprotroph-Symbiotroph	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
AF491583_SH1310962.10FU	Dung Saprotroph-Ectomycorrhizal-Endophyte-Plant Saprotroph-|Undefined Saprotroph|	Saprotroph-Symbiotroph	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
AF492081_SH1235290.10FU	|Plant Pathogen|	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
AF492093_SH1164842.10FU	|Plant Pathogen|	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
AF492103_SH1164890.10FU	|Plant Pathogen|	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
AF492108_SH1164891.10FU	|Plant Pathogen|	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
AF492112_SH1164897.10FU	|Plant Pathogen|	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
AF492120_SH1164895.10FU	|Plant Pathogen|	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
AF492124_SH1193149.10FU	|Plant Pathogen|	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
AF505778_SH1293651.10FU	|Plant Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AJ005367_SH1196779.10FU	Dung Saprotroph-Soil Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AJ007842_SH1400962.10FU	Plant Pathogen-Undefined Saprotroph-|Wood Saprotroph|	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
AJ131689_SH1196762.10FU	Plant Pathogen-Undefined Saprotroph-|Wood Saprotroph|	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
AJ131785_SH1375613.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AJ224201_SH1873153.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AJ229065_SH1277523.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AJ238468_SH1346968.10FU	|Animal Parasite|-Plant Pathogen	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
AJ244247_SH1290122.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AJ244263_SH1341833.10FU	|Endophyte|-Plant Saprotroph	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
AJ244275_SH1265323.10FU	Animal Pathogen-Plant Pathogen-|Undefined Saprotroph|	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
AJ244276_SH1061718.10FU	Undefined Saprotroph-|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AJ271428_SH0071223.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AJ271576_SH1355576.10FU	Plant Pathogen-Plant Saprotroph-|Undefined Saprotroph|	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
AJ279985_SH1362988.10FU	Animal Pathogen-Endophyte-Plant Saprotroph-|Undefined Saprotroph|-Wood Saprotroph	 Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
AJ292429_SH1457867.10FU	|Animal Parasite|-Animal Pathogen-Endophyte-Undefined Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
AJ313137_SH1202617.10FU	|Plant Pathogen|	 Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
AJ313140_SH1202625.10FU	|Plant Pathogen|	 Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
AJ315840_SH1187460.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AJ504638_SH1399923.10FU	|Arbuscular Mycorrhizal|-Endophyte	Symbiotroph	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
AJ534269_SH1396609.10FU	Undefined Saprotroph-|Wood Saprotroph|	 Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AJ534281_SH1251710.10FU	Undefined Saprotroph-|Wood Saprotroph|	 Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AJ542516_SH1364372.10FU	Undefined Saprotroph-|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AJ550882_SH1389892.10FU	|Plant Pathogen|-Wood Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
AJ567352_SH1337629.10FU	|Arbuscular Mycorrhizal|-Endophyte	Symbiotroph	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
AJ608647_SH1169328.10FU	Endophyte-|Epiphyte|-Undefined Saprotroph	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
AJ621772_SH1370256.10FU	Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-|Undefined Saprotroph|-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
AJ748260_SH0020444.10FU	Endophyte-Ericoid Mycorrhizal-|Plant Pathogen|-Plant Saprotroph	Pathotroph-Saprotroph-Symbiotroph	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
AJ748692_SH1306223.10FU	Animal Parasite-Dung Saprotroph-Endophyte-Fungal Parasite-Plant Pathogen-|Undefined Saprotroph|-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
AJ853776_SH1300523.10FU	Animal Pathogen-Dung Saprotroph-Endophyte-Plant Pathogen-Plant Saprotroph-|Undefined Saprotroph|	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
AJ876528_SH1338907.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AJ893249_SH1093549.10FU	|Ectomycorrhizal|	Symbiotroph	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
AJ965481_SH1135730.10FU	|Animal Parasite|-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
AJ971406_SH0183915.10FU	|Plant Saprotroph|-Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AJ972799_SH0085854.10FU	Animal Parasite-Endophyte-|Undefined Saprotroph|-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
AJ972815_SH1056516.10FU	|Endophyte|-Plant Saprotroph	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
AJ972854_SH0213542.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AM084436_SH1061603.10FU	Endophyte-Plant Pathogen-|Plant Saprotroph|	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
AM084460_SH1412825.10FU	Undefined Saprotroph-|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AM158924_SH1242665.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AM260820_SH1172401.10FU	Animal Pathogen-Endophyte-Fungal Parasite-|Undefined Saprotroph|	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
AM260859_SH1304568.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AM260884_SH1255965.10FU	Ectomycorrhizal-|Endophyte|-Ericoid Mycorrhizal-Orchid Mycorrhizal-Plant Saprotroph-Undefined Saprotroph	Saprotroph-Symbiotroph	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
AM260905_SH1342720.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AM262372_SH1242094.10FU	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
AM495161_SH0157031.10FU	Arbuscular Mycorrhizal	Symbiotroph	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
AM882870_SH1261164.10FU	|Ectomycorrhizal|	Symbiotroph	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
AM901851_SH1338280.10FU	Undefined Saprotroph-|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AM901922_SH0025146.10FU	Lichenized-Wood Saprotroph	Symbiotroph	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
AM921718_SH0123714.10FU	Endophyte-|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
AM999633_SH1257536.10FU	Ectomycorrhizal-|Plant Saprotroph|-Wood Saprotroph	Saprotroph-Symbiotroph	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
AM999638_SH1401207.10FU	Plant Pathogen	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
AY004791_SH1394396.10FU	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
AY015430_SH1231803.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AY015431_SH1273279.10FU	|Fungal Parasite|-Plant Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
AY015432_SH1231721.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AY015433_SH1231799.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AY015434_SH1273300.10FU	|Fungal Parasite|-Plant Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
AY015438_SH1273273.10FU	|Fungal Parasite|-Plant Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
AY015439_SH1273286.10FU	|Fungal Parasite|-Plant Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
AY040665_SH1409997.10FU	|Plant Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AY069991_SH1273262.10FU	|Fungal Parasite|-Plant Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
AY081046_SH1342104.10FU	|Plant Pathogen|	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
AY123780_SH0015753.10FU	|Animal Parasite|-Dung Saprotroph-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
AY154700_SH1206077.10FU	Animal Pathogen-Endophyte-|Plant Pathogen|-Plant Saprotroph-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
AY158675_SH1196005.10FU	|Animal Parasite|-Animal Pathogen-Plant Pathogen	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
AY176426_SH1368976.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AY177298_SH1229307.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AY177309_SH1229305.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AY189739_SH1050173.10FU	Animal Pathogen-Endophyte-Lichen Parasite-|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
AY204588_SH1336712.10FU	|Plant Saprotroph|-Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AY214439_SH1083554.10FU	|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
AY214440_SH1232267.10FU	Animal Pathogen-Endophyte-Plant Saprotroph-|Undefined Saprotroph|-Wood Saprotroph	 Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
AY220610_SH1290023.10FU	|Plant Pathogen|-Plant Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
AY220614_SH0183692.10FU	|Plant Saprotroph|-Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AY228117_SH1345388.10FU	Animal Parasite-|Undefined Saprotroph|	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
AY230788_SH1314739.10FU	Animal Parasite-Fungal Parasite-Plant Pathogen-Plant Saprotroph-|Wood Saprotroph|	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
AY233339_SH0077924.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AY233343_SH1220215.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AY239209_SH1164880.10FU	|Plant Pathogen|	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
AY239215_SH1164865.10FU	|Plant Pathogen|	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
AY242817_SH1051491.10FU	|Plant Saprotroph|-Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AY243943_SH1070275.10FU	|Undefined Saprotroph|	 Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AY245641_SH1060896.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AY265339_SH1352574.10FU	Animal Pathogen-Endophyte-Fungal Parasite-|Undefined Saprotroph|	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
AY266169_SH1933328.10FU	|Plant Pathogen|	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
AY292449_SH1355030.10FU	Fungal Parasite-|Plant Pathogen|	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
AY313271_SH1195807.10FU	|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AY328915_SH1371697.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AY335160_SH1306120.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
AY341338_SH0058179.10FU	|Plant Pathogen|	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
AY344990_SH0023053.10FU	|Plant Pathogen|	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
AY364836_SH1337841.10FU	|Epiphyte|-Plant Saprotroph	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
